"District","Division","Area","Club","Club Name","October Renewals","April Renewals","Nov Visit award","May Visit award","Membership to date","Club Goals Met","Distinguished Club","Area Club Base","Area Paid Club Goal for Dist.","Area Paid Club Goal for Select Dist.","Area Paid Club Goal for Pres. Dist.","Total Paid Area Clubs","Area Dist. Club Goal for Dist.","Area Dist. Club Goal for Select Dist.","Area Dist. Club Goal for Pres. Dist.","Total Dist. Area Clubs","Distinguished Area","Division Club Base","Division Paid Club Goal for Dist.","Division Paid Club Goal for Select Dist.","Division Paid Club Goal for Pres. Dist.","Total Paid Division Clubs","Division Dist. Club Goal for Dist.","Division Dist. Club Goal for Select Dist.","Division Dist. Club Goal for Pres. Dist.","Total Dist. Division Clubs","Distinguished Division","Charter Date/Suspend Date"
"31","A","11","00000508","Merrimack Toastmasters Club","1","1","1","0","14","2","","4","4","4","5","4","2","3","3","0","","17","17","17","18","16","7","8","9","0","",""
"31","A","11","00008508","Clipper City Club","1","1","1","0","13","2","","4","4","4","5","4","2","3","3","0","","17","17","17","18","16","7","8","9","0","",""
"31","A","11","07675820","EBSCO Toastmasters","1","1","1","0","11","0","","4","4","4","5","4","2","3","3","0","","17","17","17","18","16","7","8","9","0","",""
"31","A","11","07988557","New England Biolabs","1","1","1","0","15","1","","4","4","4","5","4","2","3","3","0","","17","17","17","18","16","7","8","9","0","",""
"31","A","12","01225457","Harold Parker Toastmasters","1","1","1","0","16","5","","4","4","4","5","4","2","3","3","0","","17","17","17","18","16","7","8","9","0","",""
"31","A","12","03785939","Advanced Articulators of Andover","1","1","1","0","10","2","","4","4","4","5","4","2","3","3","0","","17","17","17","18","16","7","8","9","0","",""
"31","A","12","05560447","Toast of the Town","1","1","1","0","32","6","","4","4","4","5","4","2","3","3","0","","17","17","17","18","16","7","8","9","0","",""
"31","A","12","06892975","Analog Orators","1","1","1","0","12","2","","4","4","4","5","4","2","3","3","0","","17","17","17","18","16","7","8","9","0","",""
"31","A","13","00002779","MITRE  Toastmasters Club","1","1","1","1","8","2","","4","4","4","5","4","2","3","3","0","","17","17","17","18","16","7","8","9","0","",""
"31","A","13","00005525","The Last Word","1","1","1","1","9","4","","4","4","4","5","4","2","3","3","0","","17","17","17","18","16","7","8","9","0","",""
"31","A","13","07712170","Healthy Toast","0","0","0","0","0","0","","4","4","4","5","4","2","3","3","0","","17","17","17","18","16","7","8","9","0","",""
"31","A","13","07928167","ToaSTRs","1","1","1","0","22","1","","4","4","4","5","4","2","3","3","0","","17","17","17","18","16","7","8","9","0","",""
"31","A","13","28678135","Wilson Toastmasters","0","1","0","0","23","1","","4","4","4","5","4","2","3","3","0","","17","17","17","18","16","7","8","9","0","","Charter 10/15/24"
"31","A","14","00003565","Eastern Middlesex Toastmasters","1","1","1","0","29","5","","5","5","5","6","4","3","4","4","0","","17","17","17","18","16","7","8","9","0","",""
"31","A","14","00003908","Northshore Toastmasters Club","1","1","1","0","26","7","","5","5","5","6","4","3","4","4","0","","17","17","17","18","16","7","8","9","0","",""
"31","A","14","00735541","Toastmasters Club of Beverly MA","1","1","1","0","11","0","","5","5","5","6","4","3","4","4","0","","17","17","17","18","16","7","8","9","0","",""
"31","A","14","02532761","Electric Insurance Toastmasters","0","0","0","0","0","0","","5","5","5","6","4","3","4","4","0","","17","17","17","18","16","7","8","9","0","",""
"31","A","14","07962029","Toastmasters at Abiomed","1","1","1","0","10","1","","5","5","5","6","4","3","4","4","0","","17","17","17","18","16","7","8","9","0","",""
"31","A","14","28677513","QBE A&H Toastmasters Club","0","0","0","0","0","0","","5","5","5","6","4","3","4","4","0","","17","17","17","18","16","7","8","9","0","",""
"31","B","21","00002193","Isaac Davis Club","1","1","1","0","15","3","","4","4","4","5","4","2","3","3","0","","20","20","20","21","20","8","9","10","0","",""
"31","B","21","00004690","Westford Expressions Club","1","1","1","0","21","7","","4","4","4","5","4","2","3","3","0","","20","20","20","21","20","8","9","10","0","",""
"31","B","21","00007677","Wachusett Toastmasters #7677","1","1","1","0","13","1","","4","4","4","5","4","2","3","3","0","","20","20","20","21","20","8","9","10","0","",""
"31","B","21","00008753","Twin City Club","1","1","1","0","11","2","","4","4","4","5","4","2","3","3","0","","20","20","20","21","20","8","9","10","0","",""
"31","B","22","00004031","Chelmsford Toastmasters Club","1","1","1","0","22","7","","4","4","4","5","4","2","3","3","0","","20","20","20","21","20","8","9","10","0","",""
"31","B","22","02078400","Mill City Toastmasters","1","1","1","0","13","2","","4","4","4","5","4","2","3","3","0","","20","20","20","21","20","8","9","10","0","",""
"31","B","22","03550659","New Life Toastmasters Club","1","1","1","0","15","5","","4","4","4","5","4","2","3","3","0","","20","20","20","21","20","8","9","10","0","",""
"31","B","22","07958590","Share the Spark","1","1","1","0","22","2","","4","4","4","5","4","2","3","3","0","","20","20","20","21","20","8","9","10","0","",""
"31","B","23","00002201","Hanscom Toastmasters Club","1","1","1","0","16","3","","4","4","4","5","4","2","3","3","0","","20","20","20","21","20","8","9","10","0","",""
"31","B","23","00003981","Alcott Toastmasters","1","1","1","0","23","4","","4","4","4","5","4","2","3","3","0","","20","20","20","21","20","8","9","10","0","",""
"31","B","23","00909842","Lincoln Laboratory Toastmasters Club","1","1","1","0","15","3","","4","4","4","5","4","2","3","3","0","","20","20","20","21","20","8","9","10","0","",""
"31","B","23","01528212","Energy Talks","1","1","1","0","16","2","","4","4","4","5","4","2","3","3","0","","20","20","20","21","20","8","9","10","0","",""
"31","B","24","00002288","Minutemen Toastmasters of Waltham","1","0","1","0","9","2","","4","4","4","5","4","2","3","3","0","","20","20","20","21","20","8","9","10","0","",""
"31","B","24","00005738","Sales & Marketing Club","1","1","1","1","24","4","","4","4","4","5","4","2","3","3","0","","20","20","20","21","20","8","9","10","0","",""
"31","B","24","00006174","AccelOrators Advanced Toastmasters","1","1","1","0","9","2","","4","4","4","5","4","2","3","3","0","","20","20","20","21","20","8","9","10","0","",""
"31","B","24","00006272","Lexington Toastmasters","1","1","1","0","30","6","","4","4","4","5","4","2","3","3","0","","20","20","20","21","20","8","9","10","0","",""
"31","B","25","00002753","Sylvan Speakers Club","1","1","1","0","15","3","","4","4","4","5","4","2","3","3","0","","20","20","20","21","20","8","9","10","0","",""
"31","B","25","03077435","Broadcasters Toastmasters","1","1","1","0","19","5","","4","4","4","5","4","2","3","3","0","","20","20","20","21","20","8","9","10","0","",""
"31","B","25","03163158","Dassault Systemes Boston Campus Toastmasters Club","1","1","1","0","33","6","","4","4","4","5","4","2","3","3","0","","20","20","20","21","20","8","9","10","0","",""
"31","B","25","07767216","Knights Serving Science","0","0","0","0","0","0","","4","4","4","5","4","2","3","3","0","","20","20","20","21","20","8","9","10","0","",""
"31","B","25","07881302","Qlik Orators","1","1","1","0","13","0","","4","4","4","5","4","2","3","3","0","","20","20","20","21","20","8","9","10","0","",""
"31","C","31","01295807","Somerville Toastmasters","1","1","0","0","49","7","","4","4","4","5","4","2","3","3","0","","20","20","20","21","21","8","9","10","0","",""
"31","C","31","03885194","Winchester Toastmasters","1","1","0","0","31","5","","4","4","4","5","4","2","3","3","0","","20","20","20","21","21","8","9","10","0","",""
"31","C","31","04025968","Toast Wizards","1","1","0","0","16","4","","4","4","4","5","4","2","3","3","0","","20","20","20","21","21","8","9","10","0","",""
"31","C","31","07049346","Saturday Toastmasters of Arlington","1","1","0","0","16","5","","4","4","4","5","4","2","3","3","0","","20","20","20","21","21","8","9","10","0","",""
"31","C","32","00006670","Speak Up Cambridge","1","1","1","0","10","2","","3","3","3","4","4","2","3","3","0","","20","20","20","21","21","8","9","10","0","",""
"31","C","32","00977250","Crimson Toastmasters Club","1","1","1","0","25","4","","3","3","3","4","4","2","3","3","0","","20","20","20","21","21","8","9","10","0","",""
"31","C","32","01928495","Novartis Toastmasters @ Cambridge","1","0","1","0","8","0","","3","3","3","4","4","2","3","3","0","","20","20","20","21","21","8","9","10","0","",""
"31","C","32","28678055","Toast in Common","0","1","0","0","21","2","","3","3","3","4","4","2","3","3","0","","20","20","20","21","21","8","9","10","0","","Charter 10/01/24"
"31","C","33","00007831","Humor And Drama Toastmasters","1","0","1","0","10","2","","5","5","5","6","5","3","4","4","0","","20","20","20","21","21","8","9","10","0","",""
"31","C","33","00008843","Toastmasters @ MIT","1","0","1","0","9","2","","5","5","5","6","5","3","4","4","0","","20","20","20","21","21","8","9","10","0","",""
"31","C","33","00680823","Tuesday Toastmasters at MIT Club","1","1","1","0","27","4","","5","5","5","6","5","3","4","4","0","","20","20","20","21","21","8","9","10","0","",""
"31","C","33","06423576","Takeda Toastmasters","1","1","1","0","20","6","","5","5","5","6","5","3","4","4","0","","20","20","20","21","21","8","9","10","0","",""
"31","C","33","28676929","BMS Toastmasters at CMX","1","1","1","0","10","1","","5","5","5","6","5","3","4","4","0","","20","20","20","21","21","8","9","10","0","",""
"31","C","34","04975343","AKAToasts","1","1","0","0","19","3","","4","4","4","5","4","2","3","3","0","","20","20","20","21","21","8","9","10","0","",""
"31","C","34","07032755","Toastmasters Google Cambridge","1","0","0","0","10","0","","4","4","4","5","4","2","3","3","0","","20","20","20","21","21","8","9","10","0","",""
"31","C","34","07301975","The Toastologists","1","0","0","0","18","2","","4","4","4","5","4","2","3","3","0","","20","20","20","21","21","8","9","10","0","",""
"31","C","34","28676919","Moderna-Cambridge","1","1","0","0","16","1","","4","4","4","5","4","2","3","3","0","","20","20","20","21","21","8","9","10","0","",""
"31","C","35","00001867","Talk Of The Town Club","1","1","1","0","29","4","","4","4","4","5","4","2","3","3","0","","20","20","20","21","21","8","9","10","0","",""
"31","C","35","02263055","Watertown Saturday Toastmasters","1","1","0","0","14","2","","4","4","4","5","4","2","3","3","0","","20","20","20","21","21","8","9","10","0","",""
"31","C","35","06935140","Boston College Toastmasters Club","1","1","1","0","26","4","","4","4","4","5","4","2","3","3","0","","20","20","20","21","21","8","9","10","0","",""
"31","C","35","07754658","Newton Voices Toastmasters","1","1","1","0","22","4","","4","4","4","5","4","2","3","3","0","","20","20","20","21","21","8","9","10","0","",""
"31","D","41","00001074","Boston Toastmasters","1","1","1","0","35","4","","4","4","4","5","3","2","3","3","0","","19","19","19","20","18","8","9","10","0","",""
"31","D","41","00003991","Boston Seaport Toastmasters","1","1","1","0","22","5","","4","4","4","5","3","2","3","3","0","","19","19","19","20","18","8","9","10","0","",""
"31","D","41","00006384","John Hancock Club","0","0","0","0","0","0","","4","4","4","5","3","2","3","3","0","","19","19","19","20","18","8","9","10","0","",""
"31","D","41","00006454","Copley Square Toastmasters","1","1","1","0","12","2","","4","4","4","5","3","2","3","3","0","","19","19","19","20","18","8","9","10","0","",""
"31","D","41","05018074","Back Bay Toastmasters","0","0","1","0","0","0","","4","4","4","5","3","2","3","3","0","","19","19","19","20","18","8","9","10","0","",""
"31","D","42","00003757","TM at the FRB - Boston Club","1","1","1","0","20","3","","4","4","4","5","3","2","3","3","0","","19","19","19","20","18","8","9","10","0","",""
"31","D","42","02908808","FactMasters","1","1","1","0","21","3","","4","4","4","5","3","2","3","3","0","","19","19","19","20","18","8","9","10","0","",""
"31","D","42","04340726","Toastmasters General","1","1","1","0","11","4","","4","4","4","5","3","2","3","3","0","","19","19","19","20","18","8","9","10","0","",""
"31","D","42","07890364","Quick Toast","0","0","1","0","0","0","","4","4","4","5","3","2","3","3","0","","19","19","19","20","18","8","9","10","0","",""
"31","D","43","07057227","LEADA@Liberty Toastmasters","1","1","1","1","30","4","","4","4","4","5","4","2","3","3","0","","19","19","19","20","18","8","9","10","0","",""
"31","D","43","07116868","Unified Voices","1","0","1","1","8","1","","4","4","4","5","4","2","3","3","0","","19","19","19","20","18","8","9","10","0","",""
"31","D","43","28676359","Toastmasters@Pier4","1","1","1","0","15","1","","4","4","4","5","4","2","3","3","0","","19","19","19","20","18","8","9","10","0","",""
"31","D","43","28677354","Beantown Toasters Toastmasters","1","0","1","0","23","4","","4","4","4","5","4","2","3","3","0","","19","19","19","20","18","8","9","10","0","",""
"31","D","44","00007625","E.P.A. Club","1","1","1","0","21","1","","3","3","3","4","4","2","3","3","0","","19","19","19","20","18","8","9","10","0","",""
"31","D","44","00008387","Boston Speech Party Toastmasters Club","1","1","1","0","13","2","","3","3","3","4","4","2","3","3","0","","19","19","19","20","18","8","9","10","0","",""
"31","D","44","01971671","Boston University Medical Campus","1","0","1","0","8","1","","3","3","3","4","4","2","3","3","0","","19","19","19","20","18","8","9","10","0","",""
"31","D","44","28675787","East Coast Toastmasters","1","0","1","0","32","2","","3","3","3","4","4","2","3","3","0","","19","19","19","20","18","8","9","10","0","","Charter 09/05/24"
"31","D","45","02389888","Northeastern University Toastmasters","1","1","1","0","8","1","","4","4","4","5","4","2","3","3","0","","19","19","19","20","18","8","9","10","0","",""
"31","D","45","03574270","Advanced Access","1","1","1","0","17","3","","4","4","4","5","4","2","3","3","0","","19","19","19","20","18","8","9","10","0","",""
"31","D","45","03686963","Toast with Friends","1","1","1","0","24","5","","4","4","4","5","4","2","3","3","0","","19","19","19","20","18","8","9","10","0","",""
"31","D","45","06943872","Optum Tech Toasts","1","1","1","0","22","2","","4","4","4","5","4","2","3","3","0","","19","19","19","20","18","8","9","10","0","",""
"31","E","51","00727120","Village Toastmasters Club","1","1","0","0","18","2","","3","3","3","4","3","2","3","3","0","","19","19","19","20","19","8","9","10","0","",""
"31","E","51","05870865","Unibank Toastmasters","1","1","1","0","19","2","","3","3","3","4","3","2","3","3","0","","19","19","19","20","19","8","9","10","0","",""
"31","E","51","07759162","FLEXcon Toastmasters","0","0","1","0","0","0","","3","3","3","4","3","2","3","3","0","","19","19","19","20","19","8","9","10","0","",""
"31","E","51","28677455","West Coast/Central Toastmasters","1","0","1","0","22","2","","3","3","3","4","3","2","3","3","0","","19","19","19","20","19","8","9","10","0","","Charter 09/05/24"
"31","E","52","00002277","Central Club","1","1","1","0","16","3","","4","4","4","5","4","2","3","3","0","","19","19","19","20","19","8","9","10","0","",""
"31","E","52","00005574","Early Risers Toastmasters Club","1","1","1","0","8","4","","4","4","4","5","4","2","3","3","0","","19","19","19","20","19","8","9","10","0","",""
"31","E","52","00994078","AbbVie Bioresearch Toastmasters","1","1","0","0","16","1","","4","4","4","5","4","2","3","3","0","","19","19","19","20","19","8","9","10","0","",""
"31","E","52","06978693","Seven Hills Advanced Toastmasters","1","1","1","0","9","2","","4","4","4","5","4","2","3","3","0","","19","19","19","20","19","8","9","10","0","",""
"31","E","53","00004495","Paul Revere Toastmasters","1","1","1","0","18","4","","4","4","4","5","4","2","3","3","0","","19","19","19","20","19","8","9","10","0","",""
"31","E","53","00005414","Articulators Club","1","1","1","0","17","4","","4","4","4","5","4","2","3","3","0","","19","19","19","20","19","8","9","10","0","",""
"31","E","53","05073971","Shrewsbury Toastmasters","1","1","1","0","40","10","","4","4","4","5","4","2","3","3","0","","19","19","19","20","19","8","9","10","0","",""
"31","E","53","06751480","Otis Street Orators","1","1","1","0","21","3","","4","4","4","5","4","2","3","3","0","","19","19","19","20","19","8","9","10","0","",""
"31","E","54","00003555","Staples Club","1","1","1","0","16","2","","4","4","4","5","4","2","3","3","0","","19","19","19","20","19","8","9","10","0","",""
"31","E","54","00007163","3Talkers Club","1","1","1","0","16","5","","4","4","4","5","4","2","3","3","0","","19","19","19","20","19","8","9","10","0","",""
"31","E","54","01154970","Speakeasy","1","1","0","0","14","1","","4","4","4","5","4","2","3","3","0","","19","19","19","20","19","8","9","10","0","",""
"31","E","54","05991864","Boroughs Toastmasters","1","1","1","0","16","3","","4","4","4","5","4","2","3","3","0","","19","19","19","20","19","8","9","10","0","",""
"31","E","55","00002352","Sun Life Club","1","1","1","0","13","3","","4","4","4","5","4","2","3","3","0","","19","19","19","20","19","8","9","10","0","",""
"31","E","55","00003993","Framingham / Natick Toastmasters","1","1","1","0","42","9","","4","4","4","5","4","2","3","3","0","","19","19","19","20","19","8","9","10","0","",""
"31","E","55","00004735","Boston West Toastmasters Club","1","1","1","0","32","7","","4","4","4","5","4","2","3","3","0","","19","19","19","20","19","8","9","10","0","",""
"31","E","55","06430390","Metrowest Toastmasters","1","1","1","0","16","5","","4","4","4","5","4","2","3","3","0","","19","19","19","20","19","8","9","10","0","",""
"31","F","61","00008310","Upper Cape Toastmasters","1","1","1","0","27","6","","4","4","4","5","4","2","3","3","0","","19","19","19","20","20","8","9","10","0","",""
"31","F","61","01174738","South Coast Toastmasters","1","1","1","0","13","4","","4","4","4","5","4","2","3","3","0","","19","19","19","20","20","8","9","10","0","",""
"31","F","61","01329712","Outermost Toast","1","1","1","0","16","3","","4","4","4","5","4","2","3","3","0","","19","19","19","20","20","8","9","10","0","",""
"31","F","61","07959859","V.O.L.U.M.E. Toastmasters","1","1","1","0","10","3","","4","4","4","5","4","2","3","3","0","","19","19","19","20","20","8","9","10","0","",""
"31","F","62","00003345","Advanced Orators Club","1","1","1","0","12","7","","4","4","4","5","4","2","3","3","0","","19","19","19","20","20","8","9","10","0","",""
"31","F","62","00004652","Network Voice Club","1","1","1","0","22","5","","4","4","4","5","4","2","3","3","0","","19","19","19","20","20","8","9","10","0","",""
"31","F","62","01118652","South Shore Toastmasters","1","1","1","0","20","3","","4","4","4","5","4","2","3","3","0","","19","19","19","20","20","8","9","10","0","",""
"31","F","62","04389390","Amazon Boston Toastmasters","1","0","1","0","10","3","","4","4","4","5","4","2","3","3","0","","19","19","19","20","20","8","9","10","0","",""
"31","F","63","00001625","Achievers Toastmasters Club","1","1","1","0","14","5","","4","4","4","5","4","2","3","3","0","","19","19","19","20","20","8","9","10","0","",""
"31","F","63","00008612","Spirited Speakers","1","1","1","1","11","2","","4","4","4","5","4","2","3","3","0","","19","19","19","20","20","8","9","10","0","",""
"31","F","63","00009771","Fox Vox Club","1","0","1","0","9","0","","4","4","4","5","4","2","3","3","0","","19","19","19","20","20","8","9","10","0","",""
"31","F","63","01576564","Toastmasters in Motion","1","1","1","0","23","7","","4","4","4","5","4","2","3","3","0","","19","19","19","20","20","8","9","10","0","",""
"31","F","64","00000675","Quincy Toastmasters Club","1","1","1","1","45","10","","4","4","4","5","4","2","3","3","0","","19","19","19","20","20","8","9","10","0","",""
"31","F","64","00000849","Quannapowitt Toastmasters","1","1","1","0","11","0","","4","4","4","5","4","2","3","3","0","","19","19","19","20","20","8","9","10","0","",""
"31","F","64","00008331","Blue Masters Toastmasters Club","1","0","1","1","10","0","","4","4","4","5","4","2","3","3","0","","19","19","19","20","20","8","9","10","0","",""
"31","F","64","05930724","JP Toastmasters","1","1","1","0","19","3","","4","4","4","5","4","2","3","3","0","","19","19","19","20","20","8","9","10","0","",""
"31","F","65","00002685","Tri-County Talkers Toastmasters Club","1","1","1","0","14","2","","3","3","3","4","4","2","3","3","0","","19","19","19","20","20","8","9","10","0","",""
"31","F","65","00003926","Norwood Toastmasters Club","1","1","1","0","23","4","","3","3","3","4","4","2","3","3","0","","19","19","19","20","20","8","9","10","0","",""
"31","F","65","00006977","Phoenix Toastmasters Club","0","0","0","0","0","0","","3","3","3","4","4","2","3","3","0","","19","19","19","20","20","8","9","10","0","",""
"31","F","65","00873714","Point32Health Toastmasters Club","1","0","1","0","19","1","","3","3","3","4","4","2","3","3","0","","19","19","19","20","20","8","9","10","0","",""
"31","F","65","28677456","South East Toastmasters","1","0","1","0","22","2","","3","3","3","4","4","2","3","3","0","","19","19","19","20","20","8","9","10","0","","Charter 09/05/24"
"31","G","71","00000854","Ocean State Club","1","1","0","0","16","8","","4","4","4","5","4","2","3","3","0","","18","18","18","19","18","8","9","9","0","",""
"31","G","71","00843267","FM Toastmasters","1","1","0","0","22","3","","4","4","4","5","4","2","3","3","0","","18","18","18","19","18","8","9","9","0","",""
"31","G","71","00849200","East Coast Toast","1","0","0","0","8","2","","4","4","4","5","4","2","3","3","0","","18","18","18","19","18","8","9","9","0","",""
"31","G","71","01427152","Rhode Island Active Toastmasters","1","1","0","0","38","8","","4","4","4","5","4","2","3","3","0","","18","18","18","19","18","8","9","9","0","",""
"31","G","72","00001109","Island Foghorns Toastmasters Club","1","1","0","0","12","5","","4","4","4","5","4","2","3","3","0","","18","18","18","19","18","8","9","9","0","",""
"31","G","72","00001172","Whaling City Club","1","1","0","0","14","4","","4","4","4","5","4","2","3","3","0","","18","18","18","19","18","8","9","9","0","",""
"31","G","72","04750180","Fall River Innovators","1","1","0","0","18","8","","4","4","4","5","4","2","3","3","0","","18","18","18","19","18","8","9","9","0","",""
"31","G","72","28675592","Celldex Toastmasters","1","1","0","0","15","1","","4","4","4","5","4","2","3","3","0","","18","18","18","19","18","8","9","9","0","",""
"31","G","73","00005288","Mutually Speaking Toastmasters Club","1","1","0","0","10","1","","5","5","5","6","5","3","4","4","0","","18","18","18","19","18","8","9","9","0","",""
"31","G","73","00006868","Saturday Brunch Bunch Club","1","1","0","0","12","1","","5","5","5","6","5","3","4","4","0","","18","18","18","19","18","8","9","9","0","",""
"31","G","73","00009556","East Bay Toastmasters Club","1","1","0","0","16","2","","5","5","5","6","5","3","4","4","0","","18","18","18","19","18","8","9","9","0","",""
"31","G","73","07073679","CVS Health Marketing Toastmasters","1","1","0","0","24","3","","5","5","5","6","5","3","4","4","0","","18","18","18","19","18","8","9","9","0","",""
"31","G","73","28677501","Ocean State Orators","1","1","0","0","23","3","","5","5","5","6","5","3","4","4","0","","18","18","18","19","18","8","9","9","0","",""
"31","G","74","00004641","Speech Invaders Club","1","1","1","0","17","7","","5","5","5","6","5","3","4","4","0","","18","18","18","19","18","8","9","9","0","",""
"31","G","74","00005464","Voice of Franklin Club","1","1","1","0","26","4","","5","5","5","6","5","3","4","4","0","","18","18","18","19","18","8","9","9","0","",""
"31","G","74","00743989","Dell EMC Hopkinton","1","1","1","0","11","2","","5","5","5","6","5","3","4","4","0","","18","18","18","19","18","8","9","9","0","",""
"31","G","74","01257890","Franklin 5","1","1","1","0","10","2","","5","5","5","6","5","3","4","4","0","","18","18","18","19","18","8","9","9","0","",""
"31","G","74","28677736","Ocean State Speaking Network","1","0","1","0","21","0","","5","5","5","6","5","3","4","4","0","","18","18","18","19","18","8","9","9","0","",""
Month of Mar, As of 04/10/2025
